timestamp,text
1346.5,既然有这个机关，就说明这种事情的发生在过去相当常见了
1753.984,“我本可以忍受黑暗，如果我未曾见过光明”
80.571,《睡过头发现迟到的你》
688.595,《卡住铅的自动铅笔》
639.219,有没有一种可能，把小兄弟的手给砍断了也是一样的（）
998.201,得叫《灭世》了
842.6,李火旺直呼内行
833.947,注意，这个和“主角”合体的寄生兽才是刚才我们操纵的，注意它手上有装置而且有一样的枪
650.494,伊建山联没啦/doge
1116.856,那个我看过设定集 主角这个生物是没有 皮肤 这个设定的
1640.038,很难想象游戏作者是在怎样的精神状态下做这个游戏的
861.635,《赛博朋克2077》 Bgm自己脑补
1795.534,注:这个寄生兽是上一个死掉的男主变的所以才会有两张脸，其中一张就是主角的脸
1805.092,非常担心制作组的精神状况！！
436.214,这是被“分化”的“人”，相当于“工人”。
1678.462,这里可能是通过疼痛而刺激脑神经，让意识不会一下子就断开吧
325.17,暗示无需三连（doge）
1096.203,这里大出血和惨叫可能寓意的母亲难产
1433.492,哇，好帅「除了头以外」
777.395,也有可能是意识转移了，不是一个躯体但是同一个人
537.49,这里有办法让他活下来，他会跟着你去开门。最后卡在操作台留下他一个人
822.923,这里仔细看，这个“蜥蜴”的双手能看见那个操作钥匙
697.871,杰洛特叶奈法点了个赞
1779.414,这剧情要是谁看懂了   真的可以去考研了…
1295.914,手臂需要在机器里清除藤蔓侵蚀，这里up没讲
173.801,刺客信条：异形
368.45,这和看鸡蛋坏没坏一个方法哈哈
1734.481,这里换视角应该是寄生兽把脑线给搞断了
16.982,这游戏我小学看过预告片，没想到现在才发布
1529.881,我也想到火子哥了，主要是痛苦和主角无视痛苦
905.982,血的供养（bushi）
873.214,卧槽，说实话有点帅的啊
707.915,正是你想的那种东西
496.85,《孵   化》
933.137,走……的不是很到位
599.419,可恶！还甜蜜的挺可爱的！！！
902.212,这个是原始意识和自我意识的冲突
1514.196,这里剪掉了一段不能播的
1300.481,这个是“眼睛”，后面主角意识进入到这俩的时候，“看东西”靠的就是这“花”
1128.756,帅是帅，但我不想要
1665.383,原来主角嘴已经被封上了，怪不得喊不出来
133.324,冷知识：复合材料也是有机物
1071.478,这里也是对生命的蔑视
104.866,问：摔死了几个杰洛特？
1264.371,懂了，其实就是我们一直幻想的器官模块化
238.312,人话：卡关了
330.617,就是没有三连（doge）
227.419,说白了完全不知道要干嘛，懵逼的很
1255.051,妈妈，我近视了
154.379,蛙，主角好多腹肌（doge
108.26,这个游戏对与喜欢生物与科技的人来说简直就是梦中情游
1481.806,排出毒素，一身轻松～
302.824,“人手”不足（doge）
725.341,《虚空》
93.104,我sec值不多，但是sin值多[doge]
117.28,人类克隆新的躯体并将意识转移获得永生，但是克隆体失控了。
1396.953,《真丶肉中刺》
966.826,风灵月影：你说什么？
1080.605,应该是职责，这玩意就是为了被这么弄才这样的吧
299.734,莲：这次的任务需要由你本人来完成 祝你好运
890.621,葛弗雷：别cue我！
848.959,这是寄生体是前面主角，记得那个冲击锤嘛
615.75,易建联表示很淦！
1419.282,那是寄生兽的只因
1647.358,非常担心制作组的精神状况！！
1189.029,六臂神皇（bushi）
1701.443,其实没有嘴巴但有鼻子的话是可以发出“嗯”这个音的
1444.111,就是开头睁开眼的一号主角，那时候他已经变异成现在的寄生兽了，场景突然切换就是回忆，切换时袖箭也没了，因为那时候还没获得
514.685,挖勺机
469.387,san值：85%
657.375,是“我”对生命的蔑视
882.822,所以后面的关卡会有战斗剧情
124.668,这游戏制作人听说是车祸死亡十分钟后活过来，记忆中得场景，然后再加以调整
1212.072,血祭血神！颅献颅座！
1139.713,《蔑视源记》
1626.464,机械飞升对抗血肉变异~~
1035.215,你怎么敢假定主角是银？
1564.393,神圣的F2连接着我们！
209.339,血肉苦弱，机械飞升
895.911,双 人 成 行
1484.499,大洞原本未必存在，你的注视使它坍缩为存在状态
752.622,主角：幸好我住在2楼，这连个楼梯也没有，住的高了不得摔个包
909.671,岁岁，来吃血珈了
598.095,可爱捏
1555.8,这主角是什么超级祆景王
1760.723,就差……一点点啊
745.686,审核：你小子挺狂的啊
592.627,妖娆的身姿
639.59,明示三连没了doge
1552.104,墨菲特神经网络《已连接》
1791.66,无奖竞答：作者是处于什么状态下做的这款游戏
731.951,这里已经换人了
996.423,《DOOM：INMORTAL》
1739.493,这里换回来明显是脑接线被寄生兽给切断了
445.448,这种串联起来的解密，设计度非常的高，很厉害
1567.614,昨天晚上看一半睡着了 现在接着看（主要是星星声音好温柔
1454.547,就是开头睁开眼的一号主角，那时候他已经变异成现在的寄生兽了，场景突然切换就是回忆，切换时袖箭也没了，因为那时候还没获得
1169.962,门口会有人拦住你让你出示二维码
56.254,重口内容包含一些游戏
836.721,生物装甲？
504.348,其实这里可以反过来让这个生物活下来的
1355.055,德国boy（幻听）
178.6,灭骸之刃，手背版(
538.947,这里应该要转过去，挖掉背面的壳才是“帮助孵化”，挖掉正面就只能是丢弃了
1094.814,she是英文里一种比较诗话的手法，这里并不代表性别，死亡细胞里大眼的叙述也用了类似的手法
1772.606,主角是靠脑子连的线操作那个蓝皮红肚人的，然后寄生骨一捣乱，线断了
434.198,san值：90%
525.415,他们自“出生”便是这样
695.353,我滋口唾沫都比这射程远
166.574,啊焯焯焯放开我！
1634.902,不得不说美术牛逼
639.821,这个小兄弟的两种结局就反应了这个文明对生命的“蔑视”
1174.459,up：“给我亮血条！！！”
1066.284,长得好像白金之子，但是身躯如同星星般庞大，不如就叫白金之星吧
1025.379,《指挥官》
1604.278,开花是无线信号接收器？
85.641,这段被加速了，原版动作很慢的
1669.217,其实这一步就是我献祭我自己
501.699,对，没错，孵化
1799.527,这是什么猎奇游戏
1474.366,哲学意义 自己的妻子
1563.603,“太好啦！⼤好啦！”听妈妈说，我的大脑跨上了信息⾼速路
979.019,叮，达成成就，
764.191,这是换主角啦兄弟
967.677,风灵月影宗大弟子，从不躲闪
252.988,cod炮艇同款头插显示屏
1578.064,是传识，指挥官上战甲了
783.874,这是第二个主角。第一个主角的左手上有那个标记。
1156.11,你的疫病等级提升了
543.368,把蛋壳反着弄可以让活的兄弟过来
534.657,《give me a hand》
839.853,血肉机甲
637.419,视生命为工具，这就是最大蔑视
836.527,这就是第一个主角 这一段就是等于夺舍了应该 第二个所谓的主角其实就是工具人
81.235,《睡过头发现迟到的你》
541.548,还有一种可以救他出来
1112.371,生物科技的主要是把生物当做科技，因此她是道具，你会因为炮仗被点燃后就要被炸的四分五裂难过吗？被使用才是科技的价值
691.04,《 未 来 科 技 》
685.855,筋膜枪（
606.601,星星妈妈
846.231,李岁和李火旺
687.395,《射程C》
1543.548,关羽说这都不是事，你格局小了
659.471,你出门后小老弟手就拿出来了，然后变成了另外一个你，他在去搞一个小老弟，对不对
1596.378,那花一定是Wi-Fi天线咯
1614.878,头部开花用来连接wifi是吧
85.907,这一段好像是第1个主角变异后视角
1484.049,《掏心掏肺》
824.515,第一位主角已变异
1751.998,这个故事告诉我们，斩草要除根
563.054,小兄弟：碎碎平安
1096.525,san值狂掉，这段看着真的很难不去想这个怪经历了什么
1151.592,想到了强殖装甲
439.123,san值减少一道三角函数
842.659,这个科技树怎么说呢。。太费血
114.981,我的cos值挺多
1179.239,《忒修斯之船》
878.696,这设定也太神了
1757.801,头顶神经链接被搞断了吧，所以才会意识回归
739.379,第二个主角出来时 时间已经过了很久了
402.586,华容蛋（指正）
1184.254,审判庭来了都得发灭绝令
1168.723,这个文明有生殖崇拜
573.078,刮刀是打胎，锯子是破腹产
372.345,我就是玩到这里，玩不下去退了，一会再尝试尝试
1431.298,卧槽有点涩怎么回事…
1670.637,不知道戳自己的肉体有啥含义，难道是因为濒死了所以要用疼痛保持清醒？
641.728,这就是三连的下场，都给我记住了。
1439.99,好像一只巨大的脊蛊
1744.859,克苏鲁的呼唤
1632.668,tm谁这么不小心！头骨装反了！怪不得灭了族
1561.045,终于可以上网冲浪了！
1065.019,你怎么回事？小老弟！
1100.996,有没有一种可能也许这是她的使命就他是那种为了复兴这个种族他必须要做出牺牲的那种
592.86,实际上你还不如把他噶了，他太虚弱了，而且最后会被困住，留着是痛苦
1394.908,回去找你兄弟接一手
1450.616,寄生兽其实是第一个主角（被白色物质淹没的）
1697.408,注意，这里抱着的人是没有嘴巴的，所以做这个手术没有发出声音我觉得挺正常的，谁赞成谁反对
1180.579,巨大多生殖崇拜
547.382,别救了那根本不是救 就就留在这等死的 更残忍
600.25,赞我撅它（喜
606.182,《换个游戏，你霰弹枪都怼它脸上了》
509.414,《小兄弟:我特么真的会谢》
233.919,要么趁着时间还没过，赶紧退钱
666.017,门关上他就可以出来了
1134.574,从口入，初其狭，才通人，复行数十步，豁然开朗
1475.102,这里寄生兽拔出的时候肠子流一地
1173.311,两边这两对儿在干嘛
1027.499,真的像普罗米修斯
986.405,是饺子
1259.358,克朗！你的小飞碟座驾去哪了
737.389,换人了，看手部没有控制装置
526.561,《留了一手》
1101.27,她好温柔，我哭死
540.686,这里有两种，另一种是活的兄弟过来，然后被困在这里
1233.141,也被很多BOSS打过（雾）
607.252,小兄弟是个模具人
1637.087,不是金属头骨就是真正的
1171.766,注意放在行刑架上，这是个伏笔
1640.02,《放弃了思考》
1740.35,不是意识转移到那具身体上了吗，怎么变回来了
189.379,灭骸之刃
1694.699,这不就是火旺的袄景教嘛
1733.607,感情这东西是特么真爱啊
696.837,这玩意连接着你的肺管
825.366,手上有操作钥匙！
987.139,突突枪其实是钥匙，只是主角把他当做救急武器来使用了
400.556,顶级华容道
714.098,筋膜枪。。。
1592.336,有喜了
688.275,异形直呼内行阿
1391.981,黑太岁啊
757.97,脱出（悲）
231.039,黄金梦乡
278.019,烫头
1116.624,蛆甲
1075.155,深坑女王
714.346,异形风格的性暗示啊，突出之后射出白色物质
1573.667,硬核联网
191.406,铁血战士也是这么启动机关的
39.635,刚刚发售？我感觉一年前就看过这游戏，正式版？
1426.459,我还在想那寄生兽去哪里了 原来一直在。。。
57.725,超大型巨人
667.679,异形二的母巢
1141.992,初极狭才通人 复行数十步豁然开朗
1526.622,是苍蜣登阶！
674.093,筋膜枪
860.357,md 背包系统是吧？
1003.308,林檎（悲
375.899,跟我完全一样
1634.918,带上石鬼面，十分钟内你的san值不会再掉
1792.897,这个文明就是这样消亡的
601.262,哇 好可爱的宝宝啊啊啊 * - *
628.798,双人成行
1165.382,我不愿意
652.199,等门关上的时候，它自己就挣脱出来了并且还向前走两步
1228.456,强欲之壶
967.762,风灵月影:你在挑衅神明吗
1379.613,我是超级沃景王
1104.766,检测到relic故障
1439.344,蔑视是14年立项的游戏，8年了终于出了
152.954,工程师飞船
1544.637,好逮碘伏消个毒
638.157,工具被赋予生命是最残忍的
615.108,异颜丁真
1282.685,我爱喝水果榨汁儿
600.567,妖娆的身姿
198.71,有《星际拓荒》内味
24.259,克苏鲁神话
654.861,三连没有好下场
8.274,虫群等待着召唤
178.577,蜘蛛侠信条
1276.405,生榨
720.39,被蛇晕了
611.287,《换个游戏，你霰弹枪都怼它脸上了》
1468.551,应该是逃跑是个伏笔
987.633,"圣树一条街,有命你就来↑"
1.027,玛娜之花（bushi)
715.103,这文明有生殖崇拜，就，都懂了吧，白乎乎粘哒哒
1035.014,天诺指挥官
1700.99,这个时候应该是在拿手术刀，刺痛自己，让自己神志清醒
130.859,生物飞船
1731.07,寄生兽：我要像病魔一样侵入你～
1019.264,天诺战士
1782.419,蛋蛋生成
739.234,有没有可能是意识转换，前一个转移到这个身上
1709.801,道爷，你着相了
1030.377,异形工程师
906.056,检测到relic故障
1307.777,更诡异的事，这是你自己做的，没人指引。
512.851,这里有两种选择，一种是弄死，一种是不弄死，这都不影响通关的
1606.963,大喜，大喜，大喜～
932.7,这个是哥哥吗！哈哈
144.379,血肉魔法 蔷薇主教
910.017,岁岁是吧（恼）
1444.326,这个脸，不就是最开始的咱吗，手上也有钥匙
157.759,外星绘卷
1782.349,无法理解这游戏想表达传递什么样的东西
632.411,卧槽，这么阴险吗，小兄弟手被锁住了！开这个门的代价就是一定会献祭一个人的吗！?
1746.631,亲情，抑或是自己的血肉，终于打破了神经的连结，寄生兽没有错，他只是想要找回自己的兄弟，与自己双生，却因蔑视而抛弃自己的兄弟
469.822,生异性
1007.099,储梦池
1782.12,那个不是寄生兽，是被强行剥离的双面人
507.507,这个装置就像饭勺一样方便把里面东西挖出来
1356.115,转笔刀
1734.779,老婆:背着我偷情是吧？但我还是会选择你
1303.489,乐开了花
816.742,它的嘴巴是人的脑子，低下连接着人的头骨，有可能是上一个主角
1469.24,这就是一开始的主角啊
521.203,你兄弟没了
642.506,懂了，你三连没了（
1302.317,口吐芬芳
1446.419,外附魂骨
171.704,科技与狠活
766.217,空洞骑士3D
1288.347,六个核桃
1752.056,别老婆老婆的，这是血肉相连的兄弟
519.678,他还留了一手
1175.797,你这雕像玩的挺花啊
1161.021,血摸来啦
1409.101,风灵月影
228.022,高情商：真实的临场感受    低情商：没有任务指导提示
474.841,烫头
524.825,小兄弟:你说呢？
140.99,沙耶之歌
1194.223,六葬菩萨(doge)
176.836,万物皆虚 万行皆允
1028.405,这个游戏的风格就是异形画家的风格，大家可以去看异形电影的原画师的画作，在这个游戏中有很多体现。
450.204,推箱子 3D pro max 血肉版？
161.919,命运2：这个我熟
1621.362,循声者
205.904,华容道那里我还忙活了一会儿
1688.409,魂斗罗
789.659,强殖装甲
515.379,恕我直言，这更像是挖去不需要的部分
1634.614,这里的人们拥有双体 他们渴望分离 这是分离后导致的  背部没有皮
1165.761,我大树守卫呢
1799.208,这就是蔑视，我们战胜了亘古的长河，但是败给了本能
1346.566,原来主角会发出声音啊？？
156.939,道诡异仙点个了个赞！
779.583,二刷了：有没有一种可能，猪脚是被意识转移了？而且只是复制了意识转移了新肉体，然后前肉身还有意识，前肉身嫉妒也好本能也罢，就来找新肉身。。。
1681.486,好家伙，血肉苦难是吧
887.392,战士好评！
1378.302,留着寄生骨很多操作都没法做
702.336,异形的嘴巴
551.11,可以的，但是会被困在操作台上，还不如给它个痛快
844.947,李火旺找到同类了
1113.587,《黑头》
1122.792,蛆甲
454.139,去壳
1023.397,人类的肢体结构，绝对不是最适合作战的结构，真正作战的话，高达那种完全就是人类对于自己习惯的YY，多手多脚关节无死角旋转 这种才应该是更加合理的方向
776.435,嘴巴是竖行的
118.062,普鲁米修斯既视感
826.58,这个就是第一个主角
1343.261,洗手
1296.846,神马花？沃德花！
217.854,各种奇奇怪怪的器官
623.862,有啥好怕的，因为主角也是个眉清目秀的俊小伙
318.23,奶黄包  豆沙包  芝麻包
840.226,因为现在是寄生兽的意识在控制主角
744.274,没换，开头第二个主角一上来就有钥匙，这个是重塑了
1765.203,神经连接断了，母体不能动了
166.844,只建议一口气玩完，要不然迷路迷死你
1029.745,高人种，说真的…我没搞明白，肉墙生出的纯人种居然不如自己造出来的人造种
1558.315,看了以后再看充电器都感到害怕
695.126,这是把气枪，用的是主角肺内的空气
1665.64,获得新生的主角对从前低等的自己的蔑视
1095.207,她是母亲，血肉母亲
855.036,第一次看到它还会帮我们拿东西我真的笑了好久
1735.498,话说能不能带着寄生兽一起完成仪式
1271.482,魔多克
1191.544,六臂神皇！
646.074,暗示不要山联（
283.595,5000+正在观看吱一声
634.222,看到没有，这就是三连的下场，就算是UP亲兄弟也得*！
94.299,整部游戏一个词语概括 “神不在乎”
1667.979,原来是没有嘴巴
222.491,可以尝试边转边画个地图草图什么的
899.194,寄生兽
1832.194,电子榨菜，下饭
546.758,不选勺选圆锯可以活，但它胳膊会被锁住不能进入下一关。
874.023,这游戏有枪是吧，OK确定了，FPS看我这就去买
1252.016,成变形金刚了，大黄蜂手炮
1816.172,可以去补带设定集补充的解说，其实根本不是“寄生兽”，而是主角妄想剥离跟自己同命相连的人飞升，结果遭到肉体最原始的反噬，这就是蔑视肉体的下场。
1669.944,他在告别过去苦痛的自己，要飞升了
1672.167,这里是为了持续刺激神经以保持连接
194.835,很痛，但很好用（
648.241,如果你开观察者会发现等到门关掉以后那个小兄弟会自己挣脱出来走。
1805.735,san值掉光
1785.71,论补刀的重要性
1678.013,现在是在追求精神永生的路上
467.836,大哥，你这都不打码，那我想知道什么才要打码
1769.563,我玩的时候把自己代入了，超级痛苦
1701.59,只要声带还在，没有五官都可以出声
1838.462,你做到了！！最棒的解说！
1559.856,袄景总部是吧
17.199,真下饭，小二来两酒，加san的
1641.862,这个之前应该也是一个人，然后被制作成血肉机器，而且是在背后改造的
239.219,解密真的累，玩游戏玩出疲劳感还是算了
1067.047,那条道路与其说是切开，倒不如说是从她身体里面扯开的
631.227,你三连没了（
77.848,异性契约
1337.127,用枪顶一下
275.488,抓娃娃机
1114.857,李火旺直呼内行
1829.032,这个种族被自己制造的寄生兽毁灭了，有怎么去除寄生兽的设备，科技甚至发达到可以换一副肉体达到彻底根除寄生兽的办法，最后结局仍是灭亡
501.971,这个是留一手，去另一个机器是破壳留一人
755.984,黑客帝国
495.587,这小可爱还挺别致
1539.433,对他使用苍蜣登阶吧
1597.879,这个只是傀儡
1265.035,忍者神龟的那个？
220.796,机械迷城
811.417,这其实是之前那人，开头画面睁眼时已经变异了，而之前的两章可能是第一个人的回想
1015.985,玛娜之花
644.121,蔑视可能是我们对工具的蔑视
1795.346,笑死我了非得看过灵笼才懂
400.356,这个仔细看有人漏在外面
1096.582,为什么是“她”而不是“他” 这东西看起来没有性别之分
1544.02,火子哥知乎内行
605.954,母爱泛起
46.128,没事情，反正我又不会去玩
730.233,也可能是换主角了 有两个 上一个就这么没了
1548.506,感觉到了是李火旺
1743.803,这玩意是不是不能用机器拆啊
144.022,这就是技能树点的不同路线了，人类机械路线，这个种族点的生物科技
1684.35,这一幕让我想起了合金弹头6的boss金星女王
929.008,我tm就刷cxk，cxk就是只因怪
886.179,岁岁！
1811.083,故弄玄虚，青铜门背后是什么，我不说就永远钓着你，并不高级
1819.636,意义不明的诡异游戏。
1681.854,维克托一代
1067.572,这是母亲，主角的母亲，或者说是这个种族的母亲，她死了，一切都结束了。
1829.832,他们为什么叫蔑视，因为他们蔑视血肉而正因这最低级的血肉终结了他们
1828.1,完美，完美，
810.017,这个生物就是一号主角
1736.765,这里是因为神经连接被切断了，所以说视角要回到主视角了
1677.091,这个玩意是一直让他痛来刺激神经的，以防止现在虚弱的主角出现昏厥或者是什么的，导致神经连接中断
1355.5,这里真的看着好疼啊
1312.61,那两朵花是CPU接口。
1780.144,他们本身就是一体的兄弟
449.188,我第一次玩到这儿的时候感到了一阵恐惧，妈耶，有其他活物和我在一起了
751.488,自己拔下来脐带是有点生猛的
1799.955,这个角度多蔑视啊 就像机械体蔑视肉体生命一样
899.366,掏心掏肺
1773.052,网线被拔了，控制不了机器人了
171.582,真的很怕把手伸进一个莫名其妙的洞里，然后就发生游戏里这种画面
1178.222,生殖崇拜
1741.367,c，为什么我会感觉有点涩
1673.744,其实这一步就是我献祭我自己
1795.606,主什么都知道，但主不在乎
1078.926,母亲
1788.669,太涩了救命
1714.019,道诡异仙的小鬼能不能消停会儿啊
1386.265,道诡小鬼怎么这么多
341.579,麻辣毛蛋
172.849,亚空间混沌
223.259,做不到的话就打开元素视野看一下吧
1120.992,李火旺:怎么这么熟悉？
901.136,李火旺见了你都要跟你称兄道弟
1775.33,为啥我会想到灵笼的开头
1536.832,哈哈这也有道诡书友
1052.227,尸脑兽
449.459,每日脑子轰的一下炸……走错了
1023.419,工程师？这完全就是普罗米修斯的剧情吧
1284.547,脑仁：疼～
1415.099,白金之星，把我的嘴按住
806.521,我叫她妹子，这妹子老专一了，狠狠扒着腰子不放
1772.659,这也太绝望了
76.776,宫崎英高是碎片化，这个是一个字都不说，硬猜
1736.891,尼玛，这寄身体他祖宗哇，咋不弄死。
1074.951,有没有可能这是你麻麻
1442.067,和灵笼挺像的啊
1173.661,1.2万
127.379,有点灵笼的感觉
890.43,外星哪吒
1794.31,这寄生兽真tm歹毒啊
1815.883,没有 只感觉在竭尽全力地猎奇
1789.182,怎麼感覺有點色
361.819,画风喜欢，玩法劝退
1588.285,胡桃大战史莱姆视角
1477.718,人类世界还是太美好了
230.7,虫族
1553.684,掀起你的盖头来，让我来看看你的脑
345.251,华容道来了
523.421,这个蛋如果是正常的话应该是个孩子，但是这个设施废弃了很久，所以他在这个代理错误的长大了，而这个抓斗是用来抓取小孩的
952.212,深蓝是吧
1074.84,不是母亲不是女王，这玩意制作组他叫big boy，就是个工具，顶多是个被困在升降梯上的动物
1738.685,这里是预示人终究还是会被本能控制，无法彻底飞升
220.272,挺真实不是吗，很有代入感
1742.913,那个线应该是被切断了
37.051,为什么我玩完很爽
1559.801,这个就是飞升过程
65.24,很好的视频使我san飙升
1124.793,他有什么错呢？他只是想和你重新融为一体
27.299,《普罗米修斯》就是异形前传
644.744,砍手的话，好兄弟连基础操作权限都没有了，一样活不下去的
1436.972,如果这个生物是机械的话，那这个东西就是外骨骼装甲了
1063.214,一睹芳容
712.855,敬业
1396.629,物理意义的肉中刺
1025.169,那你都四只手了，可不得截然不同
771.559,这是另一个主角了
930.868,預判了它的預判
1763.879,能不能分离时把男一干掉
772.126,在里面破坏设施被认为是坏的组成，排除体外
627.689,第二故事结局：一个……累赘
108.571,萌新三连：我是谁 我在哪 我要干嘛
1787.801,hso
1424.125,设定图上的寄生兽就是没只因好吧
897.746,加满都
1515.919,是蔑视，也只有蔑视
649.123,满嘴顺口溜你要考研啊
475.963,没事，接下来更疼
1542.206,剃了一个彻底的头
605.048,男妈妈
1711.307,会不会是蔑视之前的我，我恨我之前的自己，我喜欢现在的我自己
1681.204,这里为什么不控制两个人走到机关这里来
88.499,注意这里爬行的距离是变异后的第1个主角视角了
1504.394,高能预警
1187.368,色孽神殿
1780.102,他们本来就是一体的
405.372,顶级难度的华容道
1784.809,色
1787.348,我可以
643.699,你山联没辣
682.459,是人们对肉体的蔑视
1806.034,哈哈，道爷我成了
646.197,三连的下场↓
673.859,好消息，我們有武器  壞消息，我們有武器
615.864,换个游戏 你火箭筒都怼他嘴里了
188.519,流血是伏笔
497.879,其实这里直接给他挖出来废弃对他来说反而是更好的选择
146.46,亚空间欢迎你
1284.894,宝宝金水
297.888,懂了，等待队友开启
848.604,为啥call我火子哥
1809.312,有一说一，up只是在简明的解说游玩游戏的过程而已，也不做其他的元素内容解析，几乎算不上解读和分析此游戏。
1057.11,感觉好像灵笼
1663.682,为什么要拔下？拔下的意图是什么？有什么作用？
888.615,岁岁是吧!火子哥
10.379,生物朋克
245.737,这是个异星工厂，不是什么飞船
1811.02,就是感觉肚子和胃很痛…
796.865,巨象文明
1528.68,苍蜣登阶我c
781.073,我正在吃肉包。。
25.481,血肉苦痛，机械飞升
1799.059,娃啊 我成仙了！
1487.498,这不是灵笼的脊骨吗，场景画风也很像，是你先出来的
0.641,泰拉瑞亚！
1633.637,脸在后面 卧槽
96.53,准备下饭
540.134,其实还有第二种，就是这种，就是孵化器的哥们儿不用死，但就是相对麻烦一些，当然和死也差不多
113.657,火子哥
241.742,老头环：没有引导，我熟啊！
894.007,直接赶去道诡异仙片场
59.891,异形，超越欲望和这的根源都是克苏鲁
1722.044,控制不了机器人了
182.691,哈哈哈哈哈
1444.456,玲珑的脊骨啊
1504.591,两开花
34.903,这游戏几个小时就结束了，没意思
1510.347,痛并快乐台
5.098,了解一下贝克辛斯基
1366.121,人？这游戏里你确定有人这种物种？
469.046,太搞笑了
1551.631,袄景教
149.182,有识血肉
104.339,2点半还有5000+你们不睡的嘛？
1829.891,这个故事莫名其妙
1157.35,本来挺害怕，一看人数7000+，瞬间就不怕了
306.195,九千多
808.328,这个就是之前那个主角
1322.779,这游戏这段穿帮真严重啊
147.347,有hr吉格尔的异形美术风格
891.117,画风真的奇葩
604.974,（只因）
294.163,1.3万人正在观看就离谱
1795.049,谁蔑视谁？
1749.051,哈哈哈哈
1117.101,啊啊啊啊，不行了，头皮发麻，快吐了
1821.134,应该是错误分支，被干掉
213.584,这游戏画面为什么这么晕
857.794,是你吗？李岁
614.62,可爱捏
887.759,是鸡贼
1807.017,啊？懵壁了
931.339,口水只因
48.958,没事儿，我也玩不下去
1016.723,灵里灵气
1785.531,灵笼？肉土？
1784.346,这到底玩了个啥？？
1016.633,《指挥官》
1783.009,好涩
845.573,这个筋膜枪不是第一个主角的吗
797.787,都是生物科技
1772.346,好吧，我懂up在游戏结束后的感受了……好痛苦……
91.591,不是cjb值？
1261.078,朗格
1429.994,好涩!
1016.215,涩涩的
614.762,被大肠杆菌扫堂腿了
508.984,我以为会像盖子一样把这个壳完全盖住的……
952.643,并非内心
425.363,就这个劝退我了太难了
515.155,哈哈哈哈
1542.16,挖槽
89.256,没有语言这个东西
27.871,一切的一切都是为了上传到公用神经网络
1139.948,神庙
648.907,门关上了说明它把手取出来了
860.88,四手霸王
1749.385,hso
58.371,我喜欢血浆黏糊的类型
237.922,我就是在这里退坑的
1083.998,并非没有反抗，你操作完之后就会有小怪来群殴
1285.571,啊？
614.498,星期五
330.284,异形作者和另一个艺术家合作的游戏
589.992,开背
1550.719,它们想做人！！！
1445.228,太帅了吧
161.837,空洞骑士即视感
140.098,血肉科技
1263.95,幼年将军
961.831,《FPS》
707.894,丁丁枪
745.553,创生之墙
793.613,文明抛弃了
724.948,另一个主角
549.746,孵化成功也没用，打开门会被机关卡死留到门这一边
767.345,生异性啊哥俩
759.256,这个是主角B
1568.88,互联网
863.583,加满都
